ières,Type,Teneur en alcool,Brasserie,brasserie,localité,province,Principales bières,Production annuelle en hl,Géolocalisation
Odlo Blond,Fermentation haute,"6,7 %",Brasserie De Graal pour la (T)Huisbrouwerij Odlo,,,,,,
Odlo Hivernum,"Bière de Noël, Stout","8,7 %",Brasserie Lupus pour (T)Huisbrouwerij Odlo,,,,,,
Odlo Triviaal,Triple,"8,2 %",Brasserie De Graal pour (T)Huisbrouwerij Odlo,,,,,,
Oeral,India Pale Ale,6 %,De Dolle Brouwers,,,,,,
Oerbière,Fermentation haute,"7,5 %",De Dolle Brouwers,,,,,,
Oerbière special Reserva,Fermentation haute,13 %,De Dolle Brouwers,,,,,,
Oesterstout,Stout,"8,5 %",De Scheldebrouwerij,,,,,,
Omer.,"Fermentation haute, Blonde",8 %,Brasserie Bockor,,,,,,
Ommegang,"Blonde, Fermentation haute",8 %,Brasserie Haacht,,,,,,
Ondineke,Triple,"8,5 %",Brasserie De Glazen Toren,,,,,,
Op-Ale,Ale,5 %,Brasserie Affligem (Heineken),,,,,,
Ops-Ale,Blonde,"5,5 %",Brasserie Cornelissen,,,,,,
Orval,Trappiste,"6,2 %",Abbaye Notre-Dame d'Orval,,,,,,
Orvélo,Triple,"7,5 %",De Proefbrouwerij pour Half Zeven,,,,,,
Oster,"Blonde, Fermentation haute","7,2 %",Brasserie d'Oster,,,,,,
Oudbeitje,"Lambic, Fruitée",6 %,Brasserie Hanssens,,,,,,
Oud bière,Bière de table,"2,1 %",Brasserie Strubbe,,,,,,
Oud Tassels,Triple,"8,5 %",Brasserie Boelens pour Wijnhandel De Neys-Asselman,,,,,,
Oud Kriekenbière,Fruitée,6 %,Brasserie Strubbe,,,,,,
Oud Zottegems bière,Fermentation haute,"6,5 %",Brasserie Strubbe,,,,,,
Oude Gueuze 3 Fonteinen,Gueuze,7 %,Brasserie Drie Fonteinen,,,,,,
Oude Gueuze Vintage 3 Fonteinen,Gueuze,6 %,Brasserie Drie Fonteinen,,,,,,
Oude Gueuze Boon,Gueuze,"6,5 %",Brasserie Boon,,,,,,
Oude Gueuze De Cam,Gueuze,6 %,Gueuzerie De Cam,,,,,,
Oude Gueuze Oud Beersel,Gueuze,6 %,Brasserie Oud Beersel,,,,,,
Oude Gueuze Hanssens,Gueuze,6 %,Brasserie Hanssens,,,,,,
Oude Gueuze Tilquin à l'ancienne,Gueuze,"6,0 %",Gueuzerie Tilquin,,,,,,
Oude Kriek 3 Fonteinen,"Lambic, Kriek",6 %,Brasserie Drie Fonteinen,,,,,,
Oude Kriek Boon,Lambic,"6,5 %",Brasserie Boon,,,,,,
Oude Kriek De Cam,"Lambic, Kriek","6,5 %",Gueuzerie De Cam,,,,,,
Oude Kriek Hanssens,"Lambic, Kriek",6 %,Brasserie Hanssens,,,,,,
Oude Kriek Oud Beersel,Lambic,"6,5 %",Brasserie Oud Beersel,,,,,,
Oude Lambic De Cam,Lambic,5 %,Gueuzerie De Cam,,,,,,
Oude Quetsche Tilquin à l'ancienne,Lambic,"6,4 %",Gueuzerie Tilquin,,,,,,
Outblack,Ale,10 %,De Struise Brouwers,,,,,,
Oxymore,"Ambrée, Fermentation haute",5 %,Brasserie Oxymore,,,,,,
Paasei,Brune,"7,8 %",pour Vacas,,,,,,
Pa-Gijs,Brune,"8,5 %",Brasserie Boelens,,,,,,
Paix-Dieu,Abbaye,10 %,Brasserie Caulier,,,,,,
Palm,Spéciale,"5,4 %",Brasserie Palm,,,,,,
Palm Dobbel,Bière de Noël,6 %,Brasserie Palm,,,,,,
Palm Green,NA,"0,25 %",Brasserie Palm,,,,,,
Palm Hopper,Fermentation haute,6 %,Brasserie Palm,,,,,,
Palm N.A,NA,"0,25 %",Brasserie Palm,,,,,,
Palm Royale,Fermentation haute,"7,5 %",Brasserie Palm,,,,,,
Palm Sauvin,Fermentation haute,"4,9 %",Brasserie Palm,,,,,,
Palm Speciale,Spéciale,"5,2 %",Brasserie Palm,,,,,,
Pandreitje,Blonde,7 %,Brasserie De Regenboog,,,,,,
Pannepot,Fermentation haute,10 %,De Struise Brouwers par la Brasserie Deca,,,,,,
Pannepot Reserva,"Fermentation haute, Brune",10 %,Brasserie Deca pour De Struise Brouwers,,,,,,
Pannepot Grand Reserva Vintage,"Fermentation haute, Brune",10 %,Brasserie Deca pour De Struise Brouwers,,,,,,
Pannepeut,Fermentation haute,10 %,Brasserie Deca pour De Struise Brouwers,,,,,,
Papegaei,Fermentation haute,8 %,Brasserie Deca pour Verstraete,,,,,,
Passendale,Ambrée,6 %,Brasserie Duvel Moortgat,,,,,,
Pater,,6 %,De Scheldebrouwerij pour De Lelie,,,,,,
Pater Lieven Blond,Abbaye,"6,5 %",Brasserie Van Den Bossche,,,,,,
Pater Lieven Bruin,Abbaye,"6,5 %",Brasserie Van Den Bossche,,,,,,
Pater Lieven Tripel,Abbaye,8 %,Brasserie Van Den Bossche,,,,,,
Pater Lieven Wit,Abbaye,8 %,Brasserie Van Den Bossche,,,,,,
Pater Verbiest Blond,"Bio, Blonde","6,5 %",De Proefbrouwerij,,,,,,
Pater Verbiest Donker,"Bio, Brune",9 %,De Proefbrouwerij,,,,,,
Paternoster Dubbel,"Brune, Double",8 %,Microbrasserie Achilles à De Proefbrouwerij pour Paters en Prinsen,,,,,,
Paternoster Tripel,Triple,8 %,Brasserie Lupus pour Paters en Prinsen,,,,,,
Patrasche dubbel,Brune,8 %,Brasserie De Arend,,,,,,
Paulus,Vieille brune,6 %,Brasserie Het Sas,,,,,,
Paus,,"8,5 %",De Scheldebrouwerij pour De Lelie,,,,,,
Le Pavé de l'Ours,"Fermentation haute, Spéciale","7,5 %",Brasserie de Silenrieux,,,,,,
Pauwel Kwak,Spéciale,"8,4 %",Brasserie Bosteels,,,,,,
Pax Pils,Pils,"4,6 %",Brasserie Cornelissen,,,,,,
Pêche Mel Bush,Fruitée,"8,5 %",Brasserie Dubuisson,,,,,,
Pee Klak Grand Cru,(Bière-étiquette),"8,4 %",Brasserie Strubbe pour la Brasserie Crombé,,,,,,
La Penneffoise,Fruitée,8 %,Brasserie d'Écaussinnes,,,,,,
Père Abbé,Triple,"7,3 %",Brasserie du Bocq,,,,,,
Père Noël,Bière de Noël,7 %,Brasserie De Ranke,,,,,,
Peter Benoit,(Bière-étiquette),5 %,Brasserie Het Sas,,,,,,
Petrus Aged Pale,Ale,"7,3 %",Brasserie De Brabandere,,,,,,
Petrus Blond,"Fermentation haute, Blonde","6,6 %",Brasserie De Brabandere,,,,,,
Petrus Dubbel Bruin,Brune,"6,5 %",Brasserie De Brabandere,,,,,,
Petrus Gouden Tripel,Triple,"7,5 %",Brasserie De Brabandere,,,,,,
Petrus Vieille brune,Vieille brune,"5,5 %",Brasserie De Brabandere,,,,,,
Petrus Speciale,Spéciale,"5,5 %",Brasserie De Brabandere,,,,,,
Petrus Bière de Noël,Bière de Noël,"6,5 %",Brasserie De Brabandere,,,,,,
Pick-Up,Pils,5 %,Brasserie Walrave,,,,,,
Piedbœuf Blonde,Bière de table,"1,5 %",Brasserie Jupiler (AB InBev),,,,,,
Piedbœuf Brune,Bière de table,"1,5 %",Brasserie Jupiler (AB InBev),,,,,,
Piedbœuf Excellence,Bière de table,2 %,Brasserie Jupiler (AB InBev),,,,,,
Piedbœuf Foncée,Bière de table,"1,5 %",Brasserie Jupiler (AB InBev),,,,,,
Piedbœuf Triple,Bière de table,"3,8 %",Brasserie Jupiler (AB InBev),,,,,,
Pierewietje,,6 %,Brasserie De Regenboog,,,,,,
Piet-Agoras,Fermentation haute,9 %,Brasserie Het Alternatief par la Brasserie De Graal,,,,,,
Pikkeling,"Ambrée, Fermentation haute","6,2 %",Brasserie Slaghmuylder pour VVV De Faluintjesstreek,,,,,,
Pikkeling Tripel,Triple,8 %,Brasserie Boelens pour VVV De Faluintjesstreek,,,,,,
Pilaarpar la ter Blond,Fermentation haute,"7,2 %",Brasserie Bavik,,,,,,
Pilaarpar la ter Bruin,Fermentation haute,"6,5 %",Brasserie Bavik,,,,,,
Pils de Brabant,Pils,"4,9 %",Groupe John Martin,,,,,,
La Pils des 3 Canaux,Pils,"4,5 %",Authentique Brasserie,,,,,,
Pimpernelle,"Triple, Bio",8 %,Brasserie Jessenhofke,,,,,,
Pink Killer,"Fermentation haute, Blanche",5 %,Brasserie de Silly,,,,,,
Pipedream,IPA,"7,8 %",Brasserie Alvinne,,,,,,
Piraat,Fermentation haute,"10,5 %",Brasserie Van Steenberge,,,,,,
Pissenlit,Saison,8 %,Brasserie Fantôme,,,,,,
Plezir Blond,Pils,"5,5 %",Brasserie Sint-Jozef pour Zirvest Cvba,,,,,,
Plezir Brown,Fermentation haute,"7,1 %",Brasserie Sint-Jozef pour Zirvest Cvba,,,,,,
Plezir D Lux Blond,Blonde,"6,7 %",Brasserie Sint-Jozef pour Zirvest Cvba,,,,,,
Plezir D Lux Rosé,,"5,2 %",Brasserie Sint-Jozef pour Zirvest Cvba,,,,,,
Ploegsteert,,"5,4 %",Brasserie Verhaeghe,,,,,,
Plokkersbière,Ambrée,7 %,Brasserie De Bie,,,,,,
PMPRNL,"Triple, Bio",8 %,Brasserie Jessenhofke,,,,,,
Podge Belgian Imperial Stout,Stout,"10,5 %",Brasserie Alvinne,,,,,,
Podge Oak Aged Stout,Stout,11 %,Brasserie Alvinne,,,,,,
La Poiluchette Blonde Cuvéé du Château,Fermentation haute,"7,5 %",Brasserie Huyghe,,,,,,
La Poiluchette Brune,Fermentation haute,"7,5 %",Brasserie Huyghe,,,,,,
La Poirette de Fontaine,"Fermentation haute, Fruitée","8,5 %",Brasserie La Botteresse de Sur-les-Bois,,,,,,
Polygonneke,Rouge-brune (Bière-étiquette),6 %,Brasserie Van Eecke,,,,,,
Postel Blond,"Blonde, Abbaye",7 %,Brasserie Affligem (Heineken),,,,,,
Postel Christmas,Rouge-brune Abbaye,9 %,Alken-Maes (Heineken),,,,,,
Postel Dubbel,"Brune, Abbaye",7 %,Brasserie Affligem (Heineken),,,,,,
Postel Tripel,"Blonde, Triple, Abbaye","8,5 %",Brasserie Affligem (Heineken),,,,,,
Potteloereke,Brune,8 %,Huisbrouwerij Sint-Canarus,,,,,,
Poorter,Abbaye,"6,5 %",Brasserie du Bocq pour la Brasserie Sterkens,,,,,,
Poperings Hommelbière,Fermentation haute,"7,5 %",Brasserie Van Eecke,,,,,,
Poperings Nunnebière,Fermentation haute,"7,2 %",Brasserie Verhaeghe,,,,,,
Préaris Blond,Fermentation haute,6 %,De Proefbrouwerij pour Vliegende Paard Brouwers,,,,,,
Préaris Quadrupel,Ale,10 %,De Proefbrouwerij pour Vliegende Paard Brouwers,,,,,,
Pré Messire,Ambrée,"7,5 %",Brasserie Grain d'Orge,,,,,,
Prima Leroy,Bière de table,"3,25 %",Brasserie Het Sas,,,,,,
La Prime,"Fermentation haute, Bière de Noël","8,5 %",Brasserie Sainte-Hélène,,,,,,
Primus,Pils,"5,2 %",Brasserie Haacht,,,,,,
Prinsesken,"Rouge, Fruitée","6,5 %",Brasserie Boelens,,,,,,
Qantelaar,Quadruple,8 %,Brasserie Maenhout pour Proefbrouwerij d'oude maalderij,,,,,,
Quadrigenti,Blonde,"5,6 %",'t Hofbrouwerijke pour Montaignu,,,,,,
Quest,Blonde,9 %,Brasserie De Graal,,,,,,
Quetsche Tilquin,Gueuze,"6,4 %",Gueuzerie Tilquin,,,,,,
Queue de Charrue Ambrée,Ambrée,"5,6 %",Brasserie du Bocq pour la Brasserie Vanuxeem,,,,,,
Queue de Charrue Blonde,"Blonde, Fermentation haute","6,6 %",Brasserie du Bocq pour la Brasserie Vanuxeem,,,,,,
Queue de Charrue Brune,Vieille brune,"5,4 %",Brasserie Verhaeghe pour la Brasserie Vanuxeem,,,,,,
Queue de Charrue Triple,Triple,9 %,Brasserie Van Steenberge pour la Brasserie Vanuxeem,,,,,,
Quackelbeens Donker,"Fermentation haute, Bière au chocolat","7,1 %",Brasserie Gulden Spoor pour Alain Quackelbeen,,,,,,
Quintine Ambrée,Fermentation haute,"8,5 %",Brasserie Ellezelloise,,,,,,
Quintine Bio Organic,"Fermentation haute, Bio","5,9 %",Brasserie Ellezelloise,,,,,,
Quintine Blonde,Fermentation haute,8 %,Brasserie Ellezelloise,,,,,,
Rader Ambrée,Ambrée,"10,5 %",Brasserie de l'Abbaye du Val-Dieu pour la Radermacher Distillerie,,,,,,
Rader Blonde,Blonde,"6,5 %",Brasserie de l'Abbaye du Val-Dieu pour la Radermacher Distillerie,,,,,,
Ramée Ambrée,"Abbaye, Ambrée","7,5 %",Brasserie du Bocq pour l'Abbaye de la Ramée,,,,,,
Ramée Blanche,"Abbaye, Blanche",5 %,Brasserie du Bocq pour l'Abbaye de la Ramée,,,,,,
Ramée Blonde,"Abbaye, Blonde","6,8 %",Brasserie du Bocq pour l'Abbaye de la Ramée,,,,,,
Ramée Triple Blonde,"Abbaye, Triple, Blonde",8 %,Brasserie du Bocq pour l'Abbaye de la Ramée,,,,,,
Rebel Local,IPA,"8,5 %",Brouwersverzet par la Brasserie Gulden Spoor,,,,,,
Redbach,Fruitée,"3,5 %",Brasserie Rodenbach,,,,,,
Redbocq,Fruitée,"3,1 %",Brasserie du Bocq,,,,,,
Red Cardinal,Ambrée,"8,5 %",Brasserie L'Échappée Belle,,,,,,
Redor Pils,Pils,5 %,Brasserie Dupont,,,,,,
La Redoutable,"Blonde, Triple",9 %,Brasserie La Binchoise,,,,,,
Regal Christmas,Brune,"8,1 %",Brasserie du Bocq,,,,,,
Reinaert Blond,Ambrée,7 %,De Proefbrouwerij,,,,,,
Reinaert Grand Cru,Ambrée,"9,5 %",De Proefbrouwerij,,,,,,
Reinaert Tripel,"Blonde, Triple",9 %,De Proefbrouwerij,,,,,,
Revolucion Mexicana’10,Fermentation basse,5 %,Groupe John Martin,,,,,,
Ridder,NA,"2,25 %",Brasserie Het Sas,,,,,,
Riebedebie,Triple,9 %,Brasserie De Bie,,,,,,
Riva Blanche,Blanche,5 %,Brasserie Riva,,,,,,
Robustus,Quadruple,10 %,Brasserie Het Gulden Spoor,,,,,,
Rochefort 6,Trappiste,"7,5 %",Abbaye Notre-Dame de Saint-Rémy de Rochefort,,,,,,
Rochefort 8,Trappiste,"9,2 %",Abbaye Notre-Dame de Saint-Rémy de Rochefort,,,,,,
Rochefort 10,Trappiste,"11,3 %",Abbaye Notre-Dame de Saint-Rémy de Rochefort,,,,,,
Rodenbach,Vieille brune,"5,2 %",Brasserie Rodenbach,,,,,,
Rodenbach Alexander,Vieille brune,6 %,Brasserie Rodenbach,,,,,,
Rodenbach Caractère Rouge,Vieille brune,7 %,Brasserie Rodenbach,,,,,,
Rodenbach Grand Cru,Vieille brune,6 %,Brasserie Rodenbach,,,,,,
Rodenbach Vintage,Vieille brune,7 %,Brasserie Rodenbach,,,,,,
Rogier,Spéciale,"6,5 %",Brasserie De Graal pour Traagwater,,,,,,
Romy Pils,Pils,"5,1 %",Brasserie Roman,,,,,,
Ronsischen Dubbel,Bière de Noël,"7,4 %",De Proefbrouwerij pour Slaapmutske,,,,,,
Ronsischen Tripel,Triple,8 %,De Proefbrouwerij pour Slaapmutske,,,,,,
Roodebol,Fruitée,"6,6 %",Brasserie Loterbol,,,,,,
Rosam,Triple,8 %,Microbrasserie de Gallaix,,,,,,
Rosdel,Ambrée,"5,8 %",Brasserie Nieuwhuys,,,,,,
Rosé de Gambrinus,"Fruitée, Lambic","5,5 %",Brasserie Cantillon,,,,,,
Rose des Remparts,Fruitée,"4,5 %",Brasserie La Binchoise,,,,,,
Rosé Max,Fruitée,"4,5 %",Brasserie Bockor,,,,,,
Roste Jeanne,Ale,7 %,Brasserie Deca pour De Struise Brouwers,,,,,,
La Rouge Croix,"Fermentation haute, Brune","7,5 %",Brasserie de la Lesse,,,,,,
Rousse de Brabant,Ambrée,"5,2 %",Groupe John Martin,,,,,,
RSRV,"Bio, Rouge-brune",10 %,De Proefbrouwerij pour la Brasserie Jessenhofke,,,,,,
La Rulles Blonde,Fermentation haute,7 %,Brasserie artisanale de Rulles,,,,,,
La Rulles Brune,Fermentation haute,"6,5 %",Brasserie artisanale de Rulles,,,,,,
La Rulles Cuvée Meilleurs Vœux,"Fermentation haute, Bière de Noël","7,3 %",Brasserie artisanale de Rulles,,,,,,
La Rulles Estivale,Fermentation haute,"5,2 %",Brasserie artisanale de Rulles,,,,,,
La Rulles La Grande 10,"Fermentation haute, Ale",10 %,Brasserie artisanale de Rulles,,,,,,
La Rulles Triple,"Fermentation haute, Triple","8,4 %",Brasserie artisanale de Rulles,,,,,,
's Lands Souvenirs Du Terroir,Brune,11 %,Brasserie De Landtsheer,,,,,,
Safir,Pils,5 %,InBev,,,,,,
La Safranaise,Fermentation haute,7 %,Brasserie Millevertus,,,,,,
Saint-Benoît Blonde,"Blonde, Fermentation haute","6,3 %",Brasserie du Bocq,,,,,,
Saint-Benoît Brune,"Brune, Fermentation haute","6,5 %",Brasserie du Bocq,,,,,,
Saint-Lamvinus,"Fruitée, Lambic",6 %,Brasserie Cantillon,,,,,,
Saint-Monon Ambrée,Ambrée,"6,5 %",Brasserie Saint-Monon,,,,,,
Saint-Monon au Miel,"Triple, Bière au miel",8 %,Brasserie Saint-Monon,,,,,,
Saint-Monon Brune,Double,"7,5 %",Brasserie Saint-Monon,,,,,,
Sainte Nitouche,"Blonde, Fermentation haute","9,5 %",Brasserie de la Croix,,,,,,
Sainte Nitouche Blanche,"Blanche, Fermentation haute",6 %,Brasserie de la Croix,,,,,,
Sainte Nitouche Blondinette,"Blonde, Fermentation haute",6 %,Brasserie de la Croix,,,,,,
Sainte Nitouche Brunette,"Brune, Fermentation haute",8 %,Brasserie de la Croix,,,,,,
Sainte Nitouche du Verger,"Fruitée, Fermentation haute","4,5 %",Brasserie de la Croix,,,,,,
Saison 1858,Blonde,"6,4 %",Brasserie du Bocq,,,,,,
Saison 1900,"Ambrée, Saison","5,2 %",Brasserie Lefebvre,,,,,,
Saison 2000,Saison,"6,5 %",Brasserie des Légendes,,,,,,
Saison Avena,Blonde,"5,5 %",Brasserie Deseveaux,,,,,,
Saison Cazeau,Saison,5 %,Brasserie de Cazeau,,,,,,
Saison d'Adeline,"Saison, Brune","3,5 %",Brasserie du Flo pour la Brasserie Gilbert,,,,,,
Saison de Dottignies,Saison,"5,5 %",Brasserie De Ranke,,,,,,
Saison de la Senne,Saison,"4,3 %",Brasserie de la Senne,,,,,,
Saison de Mai,Saison,"8,3 %",Brasserie Saint-Monon,,,,,,
Saison de Pipaix,Saison,6 %,Brasserie à Vapeur,,,,,,
Saison d'Epeautre,Blonde,6 %,Brasserie de Blaugies,,,,,,
Saison d'Erpe-Mere,Saison,"6,9 %",Brasserie De Glazen Toren,,,,,,
La Saison des Chasses Ambrée,Saison,7 %,Brasserie de Bouillon,,,,,,
La Saison des Chasses Blonde,Saison,6 %,Brasserie de Bouillon,,,,,,
Saison Dupont,Saison,"6,5 %",Brasserie Dupont,,,,,,
Saison Dupont Bio,"Saison, Bio","5,5 %",Brasserie Dupont,,,,,,
Saison Dupont Cuvée Dry Hopping,Saison,"6,5 %",Brasserie Dupont,,,,,,
Saison Regal,"Saison, Ambrée","5,5 %",Brasserie du Bocq,,,,,,
Saison St-Feuillien,"Saison, Ambrée","6,5 %",Brasserie St-Feuillien,,,,,,
Saison Silly,"Saison, Ambrée",5 %,Brasserie de Silly,,,,,,
Saison Voisin,"Saison, Ambrée",5 %,Brasserie des Légendes,,,,,,
La Sambrée,Ambrée,6 %,Brasserie du Val de Sambre,,,,,,
La Sambresse Blonde,Fermentation haute,8 %,Brasserie Brootcoorens,,,,,,
La Sans Rute,Ambrée,9 %,Brasserie du Brabant,,,,,,
Santa Bee,"Brune, Bière de Noël","8,5 %",Brasserie Boelens,,,,,,
Sara,"Brune, Fermentation haute, Bière au sarrasin",6 %,Brasserie de Silenrieux,,,,,,
Sarazen,Blonde,"6,5 %",Brasserie Deseveaux,,,,,,
Sas Brune,Fermentation haute,"5,3 %",Brasserie Het Sas,,,,,,
Sas Export,Pils,5 %,Brasserie Het Sas,,,,,,
Sas Pils,Pils,5 %,Brasserie Het Sas,,,,,,
Sasbräu,,"6,3 %",Brasserie Het Sas,,,,,,
Satan Gold,"Blonde, Fermentation haute",8 %,Brasserie De Block,,,,,,
Satan Red,Vieille brune,8 %,Brasserie De Block,,,,,,
Saxo,Fermentation haute,8 %,Brasserie Caracole,,,,,,
Schaarbeekse Oude Kriek 3 Fonteinen,"Fruitée, Lambic",5 %,Gueuzestekerij 3 Fonteinen,,,,,,
Scheldepils,Pils,5 %,Brasserie Huyghe pour De Scheldebrouwerij,,,,,,
Schultenbräu,Pils,"4,9 %",Brasserie Martens pour Aldi,,,,,,
Schuppenboer,Triple,"8,5 %",De Scheldebrouwerij pour la Brasserie Het Nest,,,,,,
Scotch C.T.S.,Ale,"7,2 %",Inbev,,,,,,
Scotch Silly,"Fermentation haute, Ale","7,8 %",Brasserie de Silly,,,,,,
Seefbière,Fermentation haute,"6,5 %",Antwerpse Brouw Compagnie,,,,,,
Serafijn Blond,"Blonde, Fermentation haute","6,2 %",De Proefbrouwerij pour la MicroBrasserie Achilles,,,,,,
Serafijn Donker,"Brune, Fermentation haute",8 %,De Proefbrouwerij pour la MicroBrasserie Achilles,,,,,,
Serafijn Grand Cru,"Ambrée, Fermentation haute",9 %,De Proefbrouwerij pour la MicroBrasserie Achilles,,,,,,
Serafijn Tripel,Triple,8 %,De Proefbrouwerij pour la MicroBrasserie Achilles,,,,,,
Serafijn Kerstlicht,"Ambrée, Bière de Noël",7 %,De Proefbrouwerij pour la MicroBrasserie Achilles,,,,,,
Sernia Brune,"Ale, (Bière-étiquette)","7,2 %",Inbev,,,,,,
Sezoens Blond,"Fermentation haute, Blonde",6 %,Brasserie Martens,,,,,,
Sezoens Quattro,"Fermentation haute, Ambrée",8 %,Brasserie Martens,,,,,,
Shark Pants,"Double, IPA",9 %,Brasserie Deca pour De Struise Brouwers,,,,,,
Silly Pils,Pils,5 %,Brasserie de Silly,,,,,,
Silly Pils Bio,"Pils, Bio",5 %,Brasserie de Silly,,,,,,
Sinpalsken Blond,Fermentation haute,"8,5 %",Brasserie Van Steenberge pour la Brasserie De Cock,,,,,,
Sinpalsken Donker,Fermentation haute,"8,5 %",Brasserie Van Steenberge pour la Brasserie De Cock,,,,,,
Sint-Adriaansbière Blond,Abbaye,"6,5 %",Brasserie Van Steenberge,,,,,,
Sint-Adriaansbière Bruin,Abbaye,,Brasserie Van Steenberge,,,,,,
Sint Canarus Tripel,Triple,"7,5 %",De Proefbrouwerij pour Huisbrouwerij Sint Canarus,,,,,,
Sint-Gummarus Dubbel,,7 %,Brasserie Cornelissen,,,,,,
Sint-Gummarus Tripel,"Fermentation haute, Triple",8 %,Brasserie Cornelissen,,,,,,
Sint-Idesbald,Fermentation haute,"6,5 %",Brasserie Huyghe,,,,,,
Slaapmutske Blond,"Fermentation haute, Blonde","6,4 %",De Proefbrouwerij pour la Brasserie Slaapmutske,,,,,,
Slaapmutske Bruin,"Fermentation haute, Brune",6 %,De Proefbrouwerij pour la Brasserie Slaapmutske,,,,,,
Slaapmutske Bio Tripel,"Bio, Triple, Blonde dorée",8 %,De Proefbrouwerij pour la Brasserie Slaapmutske,,,,,,
Slaapmutske Hop Collection ft. Kent Goldings,Fermentation haute,10 %,De Proefbrouwerij pour la Brasserie Slaapmutske,,,,,,
Slaapmutske Tripel,"Bio, Triple, Blonde dorée","8,1 %",De Proefbrouwerij pour la Brasserie Slaapmutske,,,,,,
Slaapmutske Christmas,"Fermentation haute, Bière de Noël","7,4 %",De Proefbrouwerij pour la Brasserie Slaapmutske,,,,,,
Slaapmutske Dry Hopped Lager,Fermentation basse,"5,3 %",De Proefbrouwerij pour la Brasserie Slaapmutske,,,,,,
Slaefke,Triple,"7,5 %",Huisbrouwerij Sint Canarus pour la De VerhuisBrasserie,,,,,,
Slag Lager,Pils,5 %,Brasserie Slaghmuylder,,,,,,
Slaghmuylder's Bière de Noël,"Fermentation basse, Blonde","5,2 %",Brasserie Slaghmuylder,,,,,,
Slaghmuylder's Paasbière,"Fermentation basse, Blonde","5,2 %",Brasserie Slaghmuylder,,,,,,
Sloeber,Fermentation haute,"7,5 %",Brasserie Roman,,,,,,
Smisje Kerst,Ambrée,11 %,Brasserie Smisje,,,,,,
Smiske,Blonde,7 %,Brasserie Smisje,,,,,,
Smiske Bruin,Double,7 %,Brasserie Smisje,,,,,,
Smiske Extra,Triple,7 %,Brasserie Smisje,,,,,,
Smiske Winter,Ambrée,11 %,Brasserie Smisje,,,,,,
SnaasBière de Noël,Bière de Noël,8 %,Brasserie Deca,,,,,,
Snoek Blond,Fermentation haute,"7,5 %",Brasserie Bavik pour “Mout- en Brouwhuis De Snoek”,,,,,,
Snoek Bruin,Fermentation haute,"5,5 %",Brasserie Strubbe pour “Mout- en Brouwhuis De Snoek”,,,,,,
Snuffelbeer,"Blonde dirée, Fermentation haute",6 %,Brasserie De Regenboog,,,,,,
Sparta Pils,Pils,5 %,Brasserie Van Steenberge,,,,,,
Special 6 Block,"Ambrée, Fermentation haute",6 %,Brasserie De Block,,,,,,
Special De Ryck,"Fermentation haute, Ambrée","5,5 %",Brasserie De Ryck,,,,,,
Special Extra Export Stout,Stout,9 %,De Dolle Brouwers,,,,,,
Special Roman,Brune,"5,5 %",Brasserie Roman,,,,,,
Speciale 1900,Ambrée,5 %,Brasserie Haacht,,,,,,
Spéciale de Brabant,Pils,"5,3 %",Groupe John Martin,,,,,,
Spéciale Gigi,Bière de table,"2,5 %",Brasserie Gigi,,,,,,
La Spéciale Fêtes,Bière de Noël,"8,5 %",Brasserie de Bouillon,,,,,,
Speculoos bière,Fermentation haute (Bière-étiquette),8 %,Brasserie d'Écaussinnes,,,,,,
Spelziale,Ale,"4,5 %",Brasserie Millevertus,,,,,,
Spioenkopje,"Fruitée, Blanche",5 %,Brasserie Strubbe pour den Haene,,,,,,
Spitfire Oud Balegems,Ambrée,"8,0 %",Brasserie Van Steenberge,,,,,,
Sint-Amatus,Quadruple,"10,5 %",Brasserie Deca pour De Struise Brouwers,,,,,,
St. Bernardus Abt 12,Fermentation haute,"10,5 %",Brasserie St. Bernardus,,,,,,
St. Bernardus Christmas Ale,Bière de Noël,10 %,Brasserie St. Bernardus,,,,,,
St. Bernardus Extra 4,Blonde,"4,8 %",Brasserie St. Bernardus,,,,,,
St. Bernardus Pater 6,Fermentation haute,"6,7 %",Brasserie St. Bernardus,,,,,,
St. Bernardus Prior 8,Fermentation haute,8 %,Brasserie St. Bernardus,,,,,,
St. Bernardus Tripel,"Fermentation haute, Triple",8 %,Brasserie St. Bernardus,,,,,,
St. Bernardus Witbier,Blanche,"5,5 %",Brasserie St. Bernardus,,,,,,
Sint-Idesbald Réserve Ten Duinen Blond,Abbaye,"6,5 %",Brasserie Huyghe,,,,,,
Sint-Idesbald Réserve Ten Duinen Dubbel,Abbaye,8 %,Brasserie Huyghe,,,,,,
Sint-Idesbald Réserve Ten Duinen Rousse,Abbaye,7 %,Brasserie Huyghe,,,,,,
Sint-Idesbald Réserve Ten Duinen Tripel,"Abbaye, Triple",9 %,Brasserie Huyghe,,,,,,
St. Benoit Blonde,Abbaye,"6,3 %",Brasserie du Bocq,,,,,,
St. Benoit Brune,Abbaye,"6,5 %",Brasserie du Bocq,,,,,,
St. Feuillien Blonde,Abbaye,"7,5 %",Brasserie St-Feuillien,,,,,,
St. Feuillien Brune Réserve,Abbaye,"7,5 %",Brasserie St-Feuillien,,,,,,
Grand Cru St-Feuillien Grand Cru,Abbaye,"9,5 %",Brasserie St-Feuillien,,,,,,
St. Feuillien Triple,Abbaye,"8,5 %",Brasserie St-Feuillien,,,,,,
